title,passage,url,teaser,date,tier
When Famine Comes,Genesis 41:53–57,https://practicalchristian.substack.com/p/when-famine-comes-genesis-415357,"God fulfills His word through Joseph’s prepared provision, preserving Egypt and drawing the hungry nations to him.",2026-06-25,paid
Faithful in the Years of Plenty,Genesis 41:47–52,https://practicalchristian.substack.com/p/faithful-in-the-years-of-plenty-genesis,God makes Joseph fruitful as he faithfully prepares Egypt for the famine ahead.,2026-06-25,paid
Raised to Rule,Genesis 41:37–46,https://practicalchristian.substack.com/p/raised-to-rule-genesis-413746,God publicly entrusts Joseph with authority because His wisdom is evident in him.,2026-06-25,paid
Wisdom for the Coming Famine,Genesis 41:14–36,https://practicalchristian.substack.com/p/wisdom-for-the-coming-famine-genesis,God reveals the fixed crisis through Joseph and provides a wise plan to preserve Egypt.,2026-06-25,paid
Genesis 41.01–13. When Egypt’s Wisdom Fails,,https://practicalchristian.substack.com/p/genesis-410113-when-egypts-wisdom,God’s providence brings Joseph’s forgotten gift before Pharaoh when no human wisdom can explain the crisis.,2026-06-25,paid
Fulfilled and Forgotten,Genesis 40:20–23,https://practicalchristian.substack.com/p/fulfilled-and-forgotten-genesis-402023,"God confirms Joseph’s words exactly, yet the restored cupbearer leaves him waiting in prison.",2026-06-25,paid
Truth Without Softening,Genesis 40:16–19,https://practicalchristian.substack.com/p/truth-without-softening-genesis-401619,"Joseph declares the baker’s coming judgment faithfully, refusing to reshape God’s message around human expectation.",2026-06-25,paid
You Are Not in the Flesh Anymore,,https://practicalchristian.substack.com/p/you-are-not-in-the-flesh-anymore,The Spirit marks believers as Christ’s own and leads them in the life God gives.,2026-06-25,paid
The Cupbearer Restored,Genesis 40:09–15,https://practicalchristian.substack.com/p/the-cupbearer-restored-genesis-400915,"God reveals the cupbearer’s return to royal service, giving Joseph a truthful basis to seek release.",2026-06-24,paid
Interpretations Belong to God,Genesis 40:01–08,https://practicalchristian.substack.com/p/interpretations-belong-to-god-genesis,"In prison, Joseph directs troubled royal officers to the God who alone gives the meaning of their dreams.",2026-06-24,paid
The Prison Where God Stayed,Genesis 39:13–23,https://practicalchristian.substack.com/p/the-prison-where-god-stayed-genesis,"Though falsely accused and imprisoned, Joseph receives the LORD’s steadfast favor and renewed trust.",2026-06-24,paid
The Fear That Flees,Genesis 39:06b–12,https://practicalchristian.substack.com/p/the-fear-that-flees-genesis-3906b12,Fear of God leads Joseph to reject persistent temptation and flee rather than betray his master or sin against the LORD.,2026-06-24,paid
The Presence That Blesses,Genesis 39:01–06a,https://practicalchristian.substack.com/p/the-presence-that-blesses-genesis,The LORD turns Joseph’s forced servitude into faithful stewardship that blesses an Egyptian household.,2026-06-24,paid
No Condemnation Now,,https://practicalchristian.substack.com/p/no-condemnation-now,"In Christ, God has judged sin and given His people life and peace by the Spirit.",2026-06-24,paid
The Line Preserved Through Perez,Genesis 38:27–30,https://practicalchristian.substack.com/p/the-line-preserved-through-perez,"God advances Judah’s future through Perez, the unexpected heir who breaks forth before the scarlet-marked Zerah.",2026-06-23,paid
When Hidden Sin Is Exposed,Genesis 38:12–26,https://practicalchristian.substack.com/p/when-hidden-sin-is-exposed-genesis,God overturns Judah’s self-righteous judgment by bringing his concealed injustice and sin into the open.,2026-06-23,paid
Judah’s Unfaithful Household,Genesis 38:01–11,https://practicalchristian.substack.com/p/judahs-unfaithful-household-genesis,The Lord judges Judah’s wicked sons while Judah unjustly leaves Tamar without the promised protection of his household.,2026-06-23,paid
A Garment of Grief,Genesis 37:31–36,https://practicalchristian.substack.com/p/a-garment-of-grief-genesis-373136,"The brothers hide their sin, Jacob mourns Joseph as dead, and Joseph enters Egypt as a slave.",2026-06-23,paid
The Dreamer Sold to Egypt,Genesis 37:12–30,https://practicalchristian.substack.com/p/the-dreamer-sold-to-egypt-genesis,"Human hatred sends Joseph toward slavery, yet God advances the future His dreams had already disclosed.",2026-06-23,paid
"Favored Son, Foretold Rule",Genesis 37:01–11,https://practicalchristian.substack.com/p/favored-son-foretold-rule-genesis,God’s revelation of Joseph’s future rule exposes the jealousy already dividing Jacob’s household.,2026-06-23,paid
Genesis Directory | Joseph,,https://practicalchristian.substack.com/p/genesis-directory-joseph,"Genesis 37–50 tells how God used Joseph’s suffering and rise in Egypt to preserve Jacob’s family, reconcile the brothers, and carry the covenant line into Egypt.",2026-06-23,free
Edom’s Rulers and Realm,Genesis 36:31–43,https://practicalchristian.substack.com/p/edoms-rulers-and-realm-genesis-363143,"God establishes Edom’s rulers, clans, and settlements before Israel’s promised monarchy appears.",2026-06-23,paid
Who Will Deliver Me?,,https://practicalchristian.substack.com/p/who-will-deliver-me,"The law can expose our struggle, but only Jesus Christ can rescue us from sin.",2026-06-23,paid
Before Edom Possessed Seir,Genesis 36:20–30,https://practicalchristian.substack.com/p/before-edom-possessed-seir-genesis,Seir’s clans and chiefs reveal an ordered people already established in the land before Edom’s rule.,2026-06-22,paid
Chiefs from Esau’s House,Genesis 36:09–19,https://practicalchristian.substack.com/p/chiefs-from-esaus-house-genesis-360919,God turns Esau’s growing family into an ordered people with recognized leaders in Edom.,2026-06-22,paid
A Place for Esau,Genesis 36:01–08,https://practicalchristian.substack.com/p/a-place-for-esau-genesis-360108,God gives Esau a settled homeland while preserving Jacob’s distinct inheritance in Canaan.,2026-06-22,paid
The Return That Closes an Era,Genesis 35:27–29,https://practicalchristian.substack.com/p/the-return-that-closes-an-era-genesis,"God brings Jacob home and closes Isaac’s life, carrying His covenant promise faithfully into the next generation.",2026-06-22,paid
A Fractured Household,Genesis 35:21–26,https://practicalchristian.substack.com/p/a-fractured-household-genesis-352126,"God’s covenant family is complete, yet Reuben’s sin exposes the fragile and troubled future within it.",2026-06-22,paid
Sorrow and Promise Near Bethlehem,Genesis 35:16–20,https://practicalchristian.substack.com/p/sorrow-and-promise-near-bethlehem,God completes Jacob’s family through Benjamin’s birth while Rachel’s death marks the cost of the journey forward.,2026-06-22,paid
Covenant Renewal at Bethel,Genesis 35:09–15,https://practicalchristian.substack.com/p/covenant-renewal-at-bethel-genesis,"God Almighty confirms Israel’s future through promises of descendants, kings, and land.",2026-06-22,paid
Sin Is Worse Than We Think,,https://practicalchristian.substack.com/p/sin-is-worse-than-we-think,"God’s good law exposes sin’s deceit, so we will stop excusing it and seek deliverance in Christ.",2026-06-22,paid
Protected on the Way to Worship,Genesis 35:05–08,https://practicalchristian.substack.com/p/protected-on-the-way-to-worship-genesis,"God’s faithful protection brings Jacob safely to Bethel, where worship and grief meet under his sovereign care.",2026-06-21,paid
Returning to Bethel,Genesis 35:01–04,https://practicalchristian.substack.com/p/returning-to-bethel-genesis-350104,God calls Jacob’s household to leave defilement behind and worship the God who has faithfully kept them.,2026-06-21,paid
Vengeance That Multiplies Evil,Genesis 34:25–31,https://practicalchristian.substack.com/p/vengeance-that-multiplies-evil-genesis,Simeon and Levi answer Dinah’s violation with treachery and violence that endanger Jacob’s whole household.,2026-06-21,paid
A Covenant Sign Turned Into a Weapon,Genesis 34:13–24,https://practicalchristian.substack.com/p/a-covenant-sign-turned-into-a-weapon,"Simeon and Levi hide vengeance beneath circumcision, while Shechem embraces the covenant sign for marriage, alliance, and gain.",2026-06-21,paid
A Settlement That Cannot Heal,Genesis 34:05–12,https://practicalchristian.substack.com/p/a-settlement-that-cannot-heal-genesis,"Marriage, wealth, and alliance cannot repair a wrong that has not been truthfully faced.",2026-06-21,paid
A Wound Marriage Cannot Mend,Genesis 34:01–04,https://practicalchristian.substack.com/p/a-wound-marriage-cannot-mend-genesis,Shechem’s affection and marriage request cannot undo the violence committed against Dinah.,2026-06-21,paid
You Belong to the Risen Christ,,https://practicalchristian.substack.com/p/you-belong-to-the-risen-christ,Believers have died to the law’s former rule so they may bear fruit for God through Christ.,2026-06-21,paid
Safe Return and Settled Worship,Genesis 33:17–20,https://practicalchristian.substack.com/p/safe-return-and-settled-worship-genesis,"God brings Jacob safely into Canaan, and Jacob answers His faithfulness with worship.",2026-06-20,paid
Leading at the Pace of Love,Genesis 33:12–16,https://practicalchristian.substack.com/p/leading-at-the-pace-of-love-genesis,Peaceful reconciliation makes room for wise boundaries and patient care of those God has entrusted to us.,2026-06-20,paid
Grace That Gives Freely,Genesis 33:05–11,https://practicalchristian.substack.com/p/grace-that-gives-freely-genesis-330511,God’s grace turns Jacob from grasping for blessing into gratefully giving from the abundance God has provided.,2026-06-20,paid
When Fear Stands Before You,,https://practicalchristian.substack.com/p/when-fear-stands-before-you,God can meet us in the very place we fear and teach us to walk forward in humble trust.,2026-06-20,paid
When Fear Meets Grace,Genesis 33:01–04,https://practicalchristian.substack.com/p/when-fear-meets-grace-genesis-330104,"God turns Jacob’s feared meeting with Esau into a reunion marked by humility, mercy, and restored brotherhood.",2026-06-20,paid
Broken to Be Blessed,Genesis 32:22–32,https://practicalchristian.substack.com/p/broken-to-be-blessed-genesis-322232,"God meets Jacob in weakness, gives him a new name, and teaches him to depend on grace rather than strength.",2026-06-20,paid
A Gift of Humble Peace,Genesis 32:13–21,https://practicalchristian.substack.com/p/a-gift-of-humble-peace-genesis-321321,"Having prayed for deliverance, Jacob seeks reconciliation through a costly gift and a humble appeal for Esau’s favor.",2026-06-20,paid
You Are Not Free to Serve Sin,,https://practicalchristian.substack.com/p/you-are-not-free-to-serve-sin,Grace frees believers from sin’s mastery so they may belong wholly to God.,2026-06-20,paid
Covenant Prayer in the Night,Genesis 32:09–12,https://practicalchristian.substack.com/p/covenant-prayer-in-the-night-genesis,"Facing Esau’s threat, Jacob pleads for deliverance on the ground of God’s command, mercy, and covenant promise.",2026-06-19,paid
When Fear Meets a Brother,Genesis 32:03–08,https://practicalchristian.substack.com/p/when-fear-meets-a-brother-genesis,Jacob seeks Esau’s favor and protects his household when an uncertain threat exposes his weakness.,2026-06-19,paid
The Camp of God,Genesis 32:01–02,https://practicalchristian.substack.com/p/the-camp-of-god-genesis-320102,"Before Jacob faces Esau, God’s heavenly host assures him of His protecting presence.",2026-06-19,paid
The Witness Heap Between Two Households,Genesis 31:45–55,https://practicalchristian.substack.com/p/the-witness-heap-between-two-households,God secures Jacob’s departure by setting a solemn boundary between his household and Laban’s.,2026-06-19,paid
The God Who Sees Faithful Labor,Genesis 31:36–44,https://practicalchristian.substack.com/p/the-god-who-sees-faithful-labor-genesis,"God vindicates Jacob’s costly faithfulness, rebukes Laban’s injustice, and establishes a boundary of peace.",2026-06-19,paid
Protected in the Pursuit,Genesis 31:22–35,https://practicalchristian.substack.com/p/protected-in-the-pursuit-genesis,God restrains Laban’s hostility while exposing the powerless gods and hidden deceit within Jacob’s household.,2026-06-19,paid
Leaving Laban’s House,Genesis 31:17–21,https://practicalchristian.substack.com/p/leaving-labans-house-genesis-311721,"God leads Jacob toward Canaan, yet fear and hidden sin complicate the household’s obedience.",2026-06-19,paid
Called Back by the God of Bethel,Genesis 31:01–16,https://practicalchristian.substack.com/p/called-back-by-the-god-of-bethel,God redirects Jacob’s household from Laban’s injustice toward covenant inheritance under his faithful presence.,2026-06-19,paid
The Blessing Laban Could Not Stop,Genesis 30:35–43,https://practicalchristian.substack.com/p/the-blessing-laban-could-not-stop,God overturns Laban’s manipulation and establishes Jacob’s wealth through His faithful provision.,2026-06-19,paid
Blessed Through Jacob,Genesis 30:25–34,https://practicalchristian.substack.com/p/blessed-through-jacob-genesis-302534,God’s blessing through Jacob reveals Laban’s self-interest and directs Jacob toward provision for his own household.,2026-06-19,paid
Remembered by God,Genesis 30:22–24,https://practicalchristian.substack.com/p/remembered-by-god-genesis-302224,"God graciously removes Rachel’s reproach and gives Joseph, revealing that life comes from His hand alone.",2026-06-19,paid
When Human Effort Cannot Give Life,Genesis 30:14–21,https://practicalchristian.substack.com/p/when-human-effort-cannot-give-life,"God gives the life and honor that rivalry, bargaining, and human devices can never secure.",2026-06-19,paid
Blessing Beyond Rivalry,Genesis 30:09–13,https://practicalchristian.substack.com/p/blessing-beyond-rivalry-genesis-300913,God builds His covenant family even when human hearts turn His gifts into grounds for comparison.,2026-06-19,paid
The Gift Human Striving Cannot Give,Genesis 30:01–08,https://practicalchristian.substack.com/p/the-gift-human-striving-cannot-give,"Rachel’s desperate rivalry reveals that children and covenant blessing come from God’s hand, not human control.",2026-06-19,paid
Sin Is Not Your Boss Anymore,,https://practicalchristian.substack.com/p/sin-is-not-your-boss-anymore-ea9,"Grace joins believers to Christ, so they can live as dead to sin and alive to God",2026-06-19,paid
Seen And Heard,Genesis 29:31–35,https://practicalchristian.substack.com/p/seen-and-heard-genesis-293135,"The LORD sees unloved Leah, gives her sons, and turns her sorrow toward praise.",2026-06-18,paid
When Deceit Comes Home,Genesis 29:15–30,https://practicalchristian.substack.com/p/when-deceit-comes-home-genesis-291530,God disciplines Jacob through Laban’s deception while still advancing the promised family line.,2026-06-18,paid
Providence at the Well,Genesis 29:01–14,https://practicalchristian.substack.com/p/providence-at-the-well-genesis-290114,God guides Jacob safely to Laban’s household through ordinary circumstances that reveal promised care.,2026-06-18,paid
Grace Has the Last Word,,https://practicalchristian.substack.com/p/grace-has-the-last-word,"In Adam, sin brought death; in Christ, grace brings righteousness and life.",2026-06-18,paid
Peace Is Not Something You Earn,,https://practicalchristian.substack.com/p/peace-is-not-something-you-earn,God gives His people peace because Christ has already made peace for them.,2026-06-17,paid
When Hope Has No Visible Support,,https://practicalchristian.substack.com/p/when-hope-has-no-visible-support-f49,There are moments when we look at life and see no natural reason to hope.,2026-06-17,paid
God Meets Jacob at Bethel,Genesis 28:10–22,https://practicalchristian.substack.com/p/god-meets-jacob-at-bethel-genesis,"The LORD confirms His promise to Jacob, turning lonely exile into a place of presence, protection, worship, and vowed devotion.",2026-06-17,paid
Jacob Sent Under the Abrahamic Blessing,Genesis 28:01–09,https://practicalchristian.substack.com/p/jacob-sent-under-the-abrahamic-blessing,"Isaac confirms Jacob as Abraham’s heir, while Esau’s belated imitation exposes the emptiness of outward adjustment without covenant discernment.",2026-06-17,paid
Exile After the Stolen Blessing,Genesis 27:41–46,https://practicalchristian.substack.com/p/exile-after-the-stolen-blessing-genesis,"Esau’s hatred and Rebekah’s flight plan show how deceit’s victory becomes family rupture, danger, and loss.",2026-06-16,paid
The Blessing That Could Not Be Recalled,Genesis 27:30–40,https://practicalchristian.substack.com/p/the-blessing-that-could-not-be-recalled,Esau’s bitter grief reveals the finality of Jacob’s blessing and the troubled future left to the rejected firstborn.,2026-06-16,paid
The Blessing Gained by Deceit,Genesis 27:18–29,https://practicalchristian.substack.com/p/the-blessing-gained-by-deceit-genesis,"Jacob receives the promised blessing through repeated falsehood, exposing both God’s overruling purpose and the moral stain of unbelieving deceit.",2026-06-16,paid
Zeal Without Trust,Genesis 27:05–17,https://practicalchristian.substack.com/p/zeal-without-trust-genesis-270517,Rebekah seeks the promised blessing through deception instead of patient faith in God’s providence.,2026-06-16,paid
Sacred Duty and Misdirected Love,Genesis 27:01–04,https://practicalchristian.substack.com/p/sacred-duty-and-misdirected-love,Isaac’s desire to bless Esau shows how natural affection can distort sacred responsibility.,2026-06-16,paid
Esau’s Marriages and Covenant Grief,Genesis 26:34–35,https://practicalchristian.substack.com/p/esaus-marriages-and-covenant-grief,Esau’s Hittite marriages reveal covenant disregard and bring bitter grief to Isaac and Rebekah.,2026-06-15,paid
Isaac’s Reassurance and Peace at Beersheba,Genesis 26:23–33,https://practicalchristian.substack.com/p/isaacs-reassurance-and-peace-at-beersheba,"The Lord reassures Isaac of covenant blessing, and even former opponents recognize that he is blessed by Yahweh.",2026-06-15,paid
Isaac’s Prosperity and Room in the Land,Genesis 26:12–22,https://practicalchristian.substack.com/p/isaacs-prosperity-and-room-in-the,"The Lord blesses Isaac so visibly that opposition rises, yet God makes room for him to be fruitful in the land.",2026-06-15,paid
Isaac’s Promise and Fear in Gerar,Genesis 26:01–11,https://practicalchristian.substack.com/p/isaacs-promise-and-fear-in-gerar,God renews Abraham’s covenant promises to Isaac and preserves the promised line despite Isaac’s fearful deception.,2026-06-15,paid
Assyria Falls Before the Majestic One,Isaiah 10:28–34,https://practicalchristian.substack.com/p/assyria-falls-before-the-majestic,"When Assyria threatens Zion, the Lord cuts down the proud invader by His sovereign power.",2026-06-15,paid
The Remnant Who Lean on the Lord,Isaiah 10:20–27,https://practicalchristian.substack.com/p/the-remnant-who-lean-on-the-lord,God preserves His people by breaking false reliance and teaching the remnant to trust Him in truth.,2026-06-15,paid
Genesis Directory | Jacob,,https://practicalchristian.substack.com/p/genesis-directory-jacob,"Jacob is the chosen son through whom God carried Abraham’s promise forward, transforming a grasping struggler into Israel, the father of the twelve tribes.",2026-06-15,free
When Hope Has No Visible Support,,https://practicalchristian.substack.com/p/when-hope-has-no-visible-support,"God’s promise is sure because it rests on grace, not on human strength",2026-06-14,paid
The Rod That Boasted Against God,Isaiah 10:05–19,https://practicalchristian.substack.com/p/the-rod-that-boasted-against-god,"God may wield Assyria as His rod, but He will judge the pride that claims His power as its own.",2026-06-14,paid
The Day Justice Comes Calling,Isaiah 10:01–04,https://practicalchristian.substack.com/p/the-day-justice-comes-calling-isaiah,"When rulers turn justice into oppression, God’s visitation exposes every false refuge.",2026-06-14,paid
Despising the Birthright,Genesis 25:27–34,https://practicalchristian.substack.com/p/despising-the-birthright-genesis,"Esau trades lasting inheritance for immediate appetite, while Jacob grasps at the promise through morally compromised means.",2026-06-14,paid
The Younger Chosen Before Birth,Genesis 25:19–26,https://practicalchristian.substack.com/p/the-younger-chosen-before-birth-genesis,God establishes the promised line through sovereign choice before Jacob and Esau can claim merit or status.,2026-06-14,paid
God Keeps His Word to Ishmael,Genesis 25:12–18,https://practicalchristian.substack.com/p/god-keeps-his-word-to-ishmael-genesis,"Ishmael stands outside Isaac’s covenant succession, yet God faithfully fulfills His promise by multiplying and establishing his line.",2026-06-14,paid
Genesis Directory | Isaac,,https://practicalchristian.substack.com/p/genesis-directory-isaac,"Isaac is the promised son through whom God preserved Abraham’s covenant line, receiving the inherited blessing and passing the promise forward to Jacob by God’s sovereign purpose.",2026-06-14,free
The Blessing That Passed to Isaac,Genesis 25:01–11,https://practicalchristian.substack.com/p/the-blessing-that-passed-to-isaac,God fulfills Abraham’s wider legacy while confirming Isaac as the appointed heir of the covenant blessing.,2026-06-13,paid
Isaac Receives Rebekah in Sarah’s Tent,Genesis 24:62–67,https://practicalchristian.substack.com/p/isaac-receives-rebekah-in-sarahs,"Isaac receives Rebekah as wife and comforter, and the promise-bearing household moves from grief into covenant continuity.",2026-06-13,paid
Rebekah’s Willing Departure,Genesis 24:54–61,https://practicalchristian.substack.com/p/rebekahs-willing-departure-genesis,"Rebekah answers the Lord’s providential call with decisive obedience, leaving family and home for the covenant household",2026-06-13,paid
The Servant’s Testimony and the Household’s Recognition,Genesis 24:28–53,https://practicalchristian.substack.com/p/the-servants-testimony-and-the-households,The servant’s testimony shows Rebekah’s household that Isaac’s marriage to Rebekah has come from the Lord.,2026-06-13,paid
The Servant’s Prayer and Rebekah’s Hospitality,Genesis 24:10–27,https://practicalchristian.substack.com/p/the-servants-prayer-and-rebekahs,"The Lord leads Abraham’s servant to Rebekah through prayerful dependence, costly kindness, and worshipful recognition of divine guidance.",2026-06-13,paid
Abraham’s Covenant Commission for Isaac’s Bride,Genesis 24:01–09,https://practicalchristian.substack.com/p/abrahams-covenant-commission-for,Abraham entrusts Isaac’s future to the Lord’s promise while refusing any return from the land of promise.,2026-06-13,paid
The Burial Place of Promise,Genesis 23:01–20,https://practicalchristian.substack.com/p/the-burial-place-of-promise-genesis,Abraham’s purchase of Machpelah shows faith taking public and permanent form in the land God promised.,2026-06-13,paid
The Quiet Preparation of the Promise,Genesis 22:20–24,https://practicalchristian.substack.com/p/the-quiet-preparation-of-the-promise,"After Isaac is spared, Rebekah is introduced as the next provision for Abraham’s covenant line.",2026-06-13,paid
The Faith That Trusts God to Provide,Genesis 22:01–19,https://practicalchristian.substack.com/p/the-faith-that-trusts-god-to-provide,Abraham’s obedience reveals covenant faith that fears God and trusts the Lord to provide.,2026-06-13,paid
The God Who Is With Abraham,Genesis 21:22–34,https://practicalchristian.substack.com/p/the-god-who-is-with-abraham-genesis,"God confirms His presence with Abraham through public recognition, covenant peace, secured provision, and worship at Beersheba.",2026-06-13,paid
The Covenant Son and the Heard Son,Genesis 21:08–21,https://practicalchristian.substack.com/p/the-covenant-son-and-the-heard-son,God confirms Isaac as the covenant heir while still hearing Ishmael and preserving his promised future.,2026-06-13,paid
The Promise Who Made Them Laugh,Genesis 21:01–07,https://practicalchristian.substack.com/p/the-promise-who-made-them-laugh-genesis,"God fulfills His word at the appointed time, turning impossible barrenness into covenant joy and obedient faith.",2026-06-13,paid
God Preserves the Promise in Gerar,Genesis 20:01–18,https://practicalchristian.substack.com/p/god-preserves-the-promise-in-gerar,"God restrains sin, vindicates Sarah, and preserves His covenant promise despite Abraham’s fearful deception.",2026-06-12,paid
Lot’s Compromised Legacy,Genesis 19:30–38,https://practicalchristian.substack.com/p/lots-compromised-legacy-genesis-193038,"Lot’s family line survives, but its survival exposes the shameful fruit of fear, isolation, and moral compromise.",2026-06-12,paid
Sodom’s Judgment and Abraham’s Remembered Mercy,Genesis 19:01–29,https://practicalchristian.substack.com/p/sodoms-judgment-and-abrahams-remembered,"God exposes Sodom’s wickedness, rescues reluctant Lot, and shows that mercy rests on his covenant faithfulness.",2026-06-12,paid
The Judge of All the Earth,Genesis 18:22–33,https://practicalchristian.substack.com/p/the-judge-of-all-the-earth-genesis,Abraham appeals to the righteous Judge who distinguishes the righteous from the wicked and shows mercy for their sake.,2026-06-12,paid
The Chosen Household and the Justice of God,Genesis 18:16–21,https://practicalchristian.substack.com/p/the-chosen-household-and-the-justice,The Lord discloses His judgment because Abraham’s household must learn the way of righteousness and justice.,2026-06-12,paid
The Promise Beyond Human Possibility,Genesis 18:01–15,https://practicalchristian.substack.com/p/the-promise-beyond-human-possibility,The Lord confirms Sarah’s son by exposing hidden unbelief and declaring that nothing is too hard for Him.,2026-06-12,paid
The Promised Son and the Blessed Son,Genesis 17:15–27,https://practicalchristian.substack.com/p/the-promised-son-and-the-blessed,God confirms Isaac as the covenant heir through Sarah while still granting real blessing to Ishmael.,2026-06-11,paid
The Covenant Sign in the Flesh,Genesis 17:09–14,https://practicalchristian.substack.com/p/the-covenant-sign-in-the-flesh-genesis,Circumcision marks Abraham’s household as belonging to God’s covenant and warns that refusing the sign breaks covenant fellowship.,2026-06-11,paid
God Almighty Confirms His Covenant,Genesis 17:01–08,https://practicalchristian.substack.com/p/god-almighty-confirms-his-covenant,"God renames Abram as Abraham and promises everlasting covenant blessing through descendants, land, and relationship with Himself.",2026-06-11,paid
The God Who Sees the Afflicted,Genesis 16:01–16,https://practicalchristian.substack.com/p/the-god-who-sees-the-afflicted-genesis-e83,"When human impatience brings sorrow, the Lord still sees, hears, and governs those caught in the consequences.",2026-06-10,paid
The God Who Sees the Afflicted,Genesis 16:01–16,https://practicalchristian.substack.com/p/the-god-who-sees-the-afflicted-genesis,"When human impatience brings sorrow, the Lord still sees, hears, and governs those caught in the consequences.",2026-06-10,paid
The Covenant God Cannot Fail to Keep,Genesis 15:07–21,https://practicalchristian.substack.com/p/the-covenant-god-cannot-fail-to-keep,"God confirms His land promise by covenant oath, appointing suffering, deliverance, return, and inheritance by His sovereign faithfulness.",2026-06-03,paid
The Lord Who Counts Faith as Righteousness,Genesis 15:01–06,https://practicalchristian.substack.com/p/the-lord-who-counts-faith-as-righteousness,"Abram’s future rests on the Lord’s promise, and faith receives that promise as righteousness before God.",2026-06-03,paid
The Blessing Sodom Could Not Give,Genesis 14:17–24,https://practicalchristian.substack.com/p/the-blessing-sodom-could-not-give,Abram honours God Most High by receiving blessing from Melchizedek and refusing wealth that would credit Sodom instead of the Lord.,2026-06-03,paid
The Courage That Recovers the Captive,Genesis 14:01–16,https://practicalchristian.substack.com/p/the-courage-that-recovers-the-captive,God’s promise over Abram is displayed as faithful courage brings rescue where Sodom’s strength had failed.,2026-06-03,paid
Promise Without Grasping,Genesis 13:14–18,https://practicalchristian.substack.com/p/promise-without-grasping-genesis,Abram receives by divine promise what Lot could never secure by sight-driven choice.,2026-06-03,paid
Peace Without Grasping,Genesis 13:05–13,https://practicalchristian.substack.com/p/peace-without-grasping-genesis-130513,"Abram trusts the LORD enough to yield advantage, while Lot chooses by sight and moves toward spiritual danger.",2026-06-03,paid
Returning to Worship,Genesis 13:01–04,https://practicalchristian.substack.com/p/returning-to-worship-genesis-130104,"Abram’s return from Egypt becomes a return to the LORD, where recovered faith calls again at the altar.",2026-06-02,paid
The Promise Preserved by Faithful Grace,Genesis 12:10–13:01,https://practicalchristian.substack.com/p/the-promise-preserved-by-faithful,"God guards His promise through Abram’s weakness, showing that blessing rests on divine faithfulness, not flawless human faith.",2026-06-02,paid
The Promise That Calls Abram Forward,Genesis 12:01–09,https://practicalchristian.substack.com/p/the-promise-that-calls-abram-forward,"God calls Abram away from former securities into a promise-centered life of obedient faith, worship, and worldwide blessing.",2026-06-01,paid
Genesis Directory | Abraham,,https://practicalchristian.substack.com/p/genesis-directory-part-2,"Abraham is the man whom God called, covenanted with, tested, blessed, and made the appointed father of the promised line through whom blessing would ultimately come to the nations.",2026-05-31,free
The Unfinished Journey to Promise,Genesis 11:27–32,https://practicalchristian.substack.com/p/the-unfinished-journey-to-promise,"Terah’s household reaches the edge of promise, but only God’s call can move Abram forward.",2026-05-31,paid
The Preserved Line of Blessing,Genesis 11:10–26,https://practicalchristian.substack.com/p/the-preserved-line-of-blessing-genesis,"After Babel’s scattering, God quietly carries his promise forward through Shem’s line toward Abram.",2026-05-30,paid
The Scattered Name of Babel,Genesis 11:01–09,https://practicalchristian.substack.com/p/the-scattered-name-of-babel-genesis,God overturns self-made human security so that his purpose for the earth will stand.,2026-05-30,paid
The Hand Still Stretched Out,Isaiah 09:08–21,https://practicalchristian.substack.com/p/the-hand-still-stretched-out-isaiah,The LORD’s judgment remains against proud Israel because they refuse to seek Him and collapse under self-destroying wickedness.,2026-05-30,paid
The Son Given for Endless Peace,Isaiah 09:01–07,https://practicalchristian.substack.com/p/the-son-given-for-endless-peace-isaiah,"God promises light, joy, deliverance, and righteous peace through the Davidic Son whose kingdom will never end.",2026-05-30,paid
The Word That Outshines the Darkness,Isaiah 08:16–22,https://practicalchristian.substack.com/p/the-word-that-outshines-the-darkness,"God’s people must hold fast to his word, because every false source of guidance leads only into deeper darkness.",2026-05-30,paid
The Fear That Becomes Refuge,Isaiah 08:11–15,https://practicalchristian.substack.com/p/the-fear-that-becomes-refuge-isaiah,"The LORD becomes sanctuary to those who fear him as holy, but stumbling stone to those who refuse him.",2026-05-30,paid
The Flood That Cannot Overrule God,Isaiah 08:05–10,https://practicalchristian.substack.com/p/the-flood-that-cannot-overrule-god,"Judah’s rejection brings Assyria like a flood, yet the nations’ plans cannot stand because God is with his people.",2026-05-30,paid
The Sign Written Before the Spoil,Isaiah 08:01–04,https://practicalchristian.substack.com/p/the-sign-written-before-the-spoil,God publicly names the coming judgment before Assyria carries away the wealth of Damascus and Samaria.,2026-05-30,paid
The Land Stripped by Faithless Trust,Isaiah 07:18–25,https://practicalchristian.substack.com/p/the-land-stripped-by-faithless-trust,The help Ahaz trusted becomes the instrument God uses to humble Judah and strip the land bare.,2026-05-30,paid
The Sign God Gives to Unbelief,Isaiah 07:10–17,https://practicalchristian.substack.com/p/the-sign-god-gives-to-unbelief-isaiah,"When Ahaz refuses to trust, the Lord gives Immanuel as judgment against unbelief and hope for David’s future.",2026-05-30,paid
The House That Must Stand by Faith,Isaiah 07:01–09,https://practicalchristian.substack.com/p/the-house-that-must-stand-by-faith,God’s promise steadies His people when fear says the enemy has the final word.,2026-05-29,paid
